year,country,global_avg_temperature,temperature_anomaly,max_temperature,min_temperature,co2_concentration_ppm,annual_rainfall_mm,sea_level_rise_mm,sea_surface_temperature,heatwave_days,drought_index,flood_events_count,forest_cover_percent,deforestation_rate,fossil_fuel_consumption,renewable_energy_share,air_quality_index,predicted_temperature_2050,climate_risk_index
2013,Brazil,14.7,0.77,33.58,-1.63,440.2,800.41,4.43,16.12,45,1.75,9,32.95,1.22,46.05,56.05,184,2.2,96.55
1982,UK,14.87,0.96,32.51,2.95,368.32,1096.08,4.35,17.83,25,3.96,5,38.93,2.46,77.49,23.46,124,1.19,46.21
1991,Brazil,13.85,0.65,32.76,8.87,399.04,923.15,0.33,18.32,20,3.13,1,60.17,3.02,45.47,46.83,158,2.93,85.5
1980,Pakistan,14.41,0.96,40.83,2.29,408.95,1382.61,2.5,16.92,22,2.23,7,39.94,1.39,46.13,57.31,70,1.54,46.5
2023,China,14.52,0.76,33.73,-2.62,440.25,757.54,1.96,17.33,43,0.46,8,49.15,3.38,74.54,40.53,148,2.11,66.08
1984,Germany,14.85,1.37,31.69,6.03,381.71,925.35,4.04,15.59,27,3.1,2,49.41,1.0,54.26,42.27,66,2.2,2.41
2009,Pakistan,14.5,1.13,35.14,2.65,389.53,1262.86,3.91,17.84,50,0.82,12,58.22,1.17,81.94,10.66,126,1.72,24.99
2009,Germany,13.52,0.83,35.52,4.26,374.87,1092.51,3.93,16.83,37,0.38,14,48.29,3.23,61.31,31.08,199,3.12,43.63
1996,India,14.18,1.5,29.07,2.08,394.35,1348.36,3.13,16.06,11,3.32,5,13.89,3.4,36.85,53.77,56,1.85,63.06
2002,Germany,14.63,1.2,33.51,12.9,383.71,869.03,3.25,14.67,23,4.56,5,30.53,1.07,59.78,18.25,50,2.07,17.15
1994,China,15.0,0.36,33.31,-1.23,454.95,1378.99,3.47,15.77,12,2.3,1,69.36,0.56,20.28,48.36,168,1.86,76.46
2016,China,14.13,1.47,34.14,16.33,398.82,500.85,3.02,14.84,39,0.2,9,21.79,2.68,41.87,42.16,121,1.85,36.44
2000,Brazil,15.81,1.17,38.63,3.44,432.27,512.86,4.43,17.64,47,4.4,7,45.2,3.26,34.56,17.26,88,2.15,81.74
1993,France,13.36,1.66,35.68,5.73,415.45,1383.71,2.22,18.33,1,0.33,4,60.58,2.14,65.79,20.55,80,2.55,9.8
1981,India,14.16,1.15,41.14,2.7,415.1,1002.2,2.56,17.87,53,4.34,10,45.19,2.26,29.52,28.52,59,2.28,67.98
1990,USA,14.45,0.78,34.94,2.53,400.21,1276.24,3.65,20.23,38,1.96,10,32.34,2.69,40.31,11.88,110,1.82,29.33
2018,Australia,14.38,1.02,43.88,1.86,434.25,1029.84,3.06,15.81,11,1.83,7,14.81,0.62,43.19,55.24,76,2.2,79.54
2017,Germany,13.76,1.42,32.7,7.41,418.86,997.89,2.17,17.39,38,2.71,13,31.7,3.41,20.23,45.66,165,1.52,40.22
2013,France,14.77,0.79,31.15,-0.64,417.42,601.59,4.14,14.73,50,4.79,12,20.92,1.34,23.27,25.07,183,2.79,66.53
2017,Brazil,14.72,0.92,37.74,6.46,400.16,991.95,2.81,16.2,13,4.49,13,67.65,2.24,41.78,21.48,78,1.95,93.43
2013,UK,14.53,1.01,41.82,-3.74,404.26,1408.48,2.49,14.28,29,2.35,7,52.9,1.69,35.56,42.93,148,1.97,2.06
1997,USA,14.7,0.64,28.11,6.09,429.72,1017.0,3.29,17.35,40,3.48,14,54.96,1.69,28.18,28.33,103,1.23,1.11
2009,Canada,14.25,0.8,34.02,8.4,420.75,1204.62,2.43,15.97,49,2.9,11,36.16,2.49,30.79,17.61,62,1.95,77.03
1994,France,13.53,1.17,31.95,-0.1,418.09,1196.31,3.46,13.42,42,3.47,2,16.6,3.48,78.49,28.66,71,3.04,64.64
2006,UK,14.07,1.58,35.71,7.71,396.15,696.19,3.07,15.47,47,4.15,4,26.0,2.34,67.83,52.92,162,2.51,29.3
2013,India,14.59,1.23,35.05,5.21,463.6,1257.14,2.88,19.19,18,0.17,6,25.58,2.8,53.89,8.77,58,2.75,49.44
2017,Brazil,14.6,1.08,41.73,11.39,403.01,905.88,2.89,17.12,30,1.63,4,39.21,0.19,83.62,25.26,145,2.26,4.19
2012,USA,14.52,0.77,34.46,1.58,414.24,922.1,4.69,17.65,42,4.8,5,37.66,2.86,22.07,57.93,106,0.89,19.24
2003,USA,14.83,1.54,41.87,16.26,410.32,1629.31,3.94,16.69,49,4.75,1,36.0,1.12,44.15,5.82,128,2.23,42.45
1994,USA,14.15,1.27,33.42,-4.56,463.87,1179.19,1.45,16.23,42,0.06,7,39.76,0.53,77.64,53.99,99,2.3,83.4
2009,India,14.52,0.82,39.63,3.68,407.73,808.45,4.56,16.52,24,1.01,4,69.22,0.49,63.98,25.62,50,2.65,47.97
2021,Germany,14.84,1.46,36.14,-1.79,405.44,1019.36,4.12,16.87,3,4.97,5,27.9,2.41,88.72,15.42,88,2.18,58.64
1996,Canada,14.45,1.32,43.65,12.4,417.96,1010.99,4.05,14.86,49,2.46,0,46.92,3.49,86.12,5.82,182,1.81,87.38
1984,India,13.75,0.77,27.61,3.95,397.66,1505.83,4.57,17.64,50,2.86,9,24.37,2.37,31.9,8.88,167,2.15,30.88
2008,Australia,13.92,1.06,29.18,4.31,417.79,1011.84,3.52,18.18,12,0.83,1,38.0,0.99,88.04,14.45,100,2.03,70.07
1983,Canada,15.0,0.9,44.16,6.77,474.29,1662.4,4.24,16.21,35,4.47,10,22.0,0.79,86.19,6.4,182,2.46,86.17
1989,China,15.34,2.15,31.33,4.98,422.49,610.98,2.94,15.72,41,1.16,3,43.49,1.89,46.15,23.47,44,2.15,20.26
1996,Brazil,15.21,1.31,31.65,2.62,421.58,990.29,4.52,15.39,53,0.95,10,25.9,0.32,88.8,7.47,68,1.7,35.65
1989,India,14.64,1.17,30.62,-0.03,397.05,771.14,3.76,19.14,36,1.14,8,12.21,1.46,22.51,43.07,108,2.48,97.98
1996,UK,13.78,1.29,40.74,5.67,457.73,851.55,1.85,15.82,2,4.6,5,58.92,2.37,66.25,50.04,189,1.83,98.32
1999,Canada,14.5,1.65,28.73,6.52,463.48,858.06,4.74,17.48,15,3.51,7,17.7,3.39,38.63,53.81,52,2.04,22.32
2003,Australia,15.44,1.07,35.11,7.78,436.32,786.61,3.35,16.22,25,3.84,1,32.08,1.55,29.06,35.2,155,1.97,6.64
1984,China,14.87,0.86,33.67,12.65,431.35,1519.05,3.18,16.13,39,1.89,9,38.63,0.78,60.43,57.06,149,2.32,27.09
2013,Germany,14.38,1.44,40.18,-3.7,409.13,1426.77,2.97,15.35,55,4.55,14,35.95,2.88,41.44,5.31,196,1.51,39.77
1985,UK,14.88,1.03,32.18,4.73,424.78,1120.79,3.06,15.04,38,3.95,4,53.54,2.63,66.68,12.37,119,2.22,44.1
1981,Canada,13.74,0.67,37.08,9.77,394.12,857.69,3.78,17.61,18,3.75,11,45.81,3.02,57.8,21.12,139,2.74,61.88
1992,Brazil,14.08,0.59,29.14,4.5,386.85,795.03,2.31,15.01,45,4.85,11,27.72,0.83,47.48,48.4,56,2.25,89.95
2022,UK,13.85,1.71,46.37,-4.35,377.82,1222.54,1.62,17.19,14,1.83,12,13.1,1.48,32.73,53.7,187,1.87,33.03
2022,China,14.78,1.15,33.8,-0.16,425.27,1090.05,2.22,16.64,31,3.05,0,56.06,3.44,62.09,39.0,153,2.02,85.0
1990,UK,14.93,0.86,35.04,6.31,380.54,956.55,3.96,17.63,48,4.55,3,31.15,0.64,78.05,26.08,45,2.35,9.35
2002,Pakistan,14.41,1.01,43.27,6.17,402.51,1162.36,3.31,15.59,20,3.95,9,63.38,2.38,62.0,41.62,61,2.48,4.19
1995,France,13.98,1.42,32.07,7.69,413.47,1267.32,4.84,18.12,0,2.82,0,33.7,0.91,62.74,14.95,176,2.95,50.4
2010,Germany,14.49,0.98,43.34,1.88,439.88,953.79,3.42,16.29,5,0.38,10,53.06,1.8,55.83,30.18,199,1.39,5.97
1990,China,14.21,0.52,32.94,6.04,400.54,763.8,4.51,20.39,26,3.26,10,66.37,2.82,47.18,32.91,127,2.33,39.25
1995,UK,14.02,1.23,38.36,1.22,442.83,603.67,2.67,14.08,22,2.63,8,49.07,1.76,52.02,10.77,72,2.29,89.68
1987,France,14.7,1.58,32.14,6.04,438.48,1075.19,2.98,20.14,46,0.92,1,34.81,2.84,89.27,6.86,109,2.17,24.15
1983,France,14.05,1.56,28.22,5.21,388.22,1650.17,3.51,16.31,30,4.41,6,44.04,1.55,72.48,46.26,88,2.38,70.6
2019,UK,13.56,0.88,37.07,1.72,443.07,666.8,3.32,16.83,11,1.72,2,42.61,3.5,50.14,34.41,143,2.09,30.24
1983,Brazil,13.69,1.61,38.2,11.23,407.91,1329.84,3.21,15.59,20,1.94,13,45.09,1.58,52.01,23.27,197,1.7,4.49
2004,Pakistan,13.54,1.19,28.42,-1.82,402.53,797.33,2.45,14.15,51,3.36,1,18.81,0.61,54.97,29.05,141,2.31,55.67
1982,India,14.65,1.6,33.46,4.43,408.02,857.79,1.6,15.71,1,2.44,12,51.91,1.47,66.15,57.67,183,2.52,83.49
2011,Pakistan,14.59,1.33,41.0,1.63,414.91,1274.48,4.26,15.95,4,0.45,3,18.7,2.62,52.62,26.17,145,2.18,40.95
1982,UK,14.56,0.49,38.0,12.34,404.62,923.42,4.12,16.77,8,1.94,6,10.88,2.98,68.03,10.69,121,2.73,61.73
2006,Germany,14.85,1.8,33.02,7.39,394.01,1074.48,2.76,18.18,19,0.47,6,47.49,1.66,43.04,30.5,125,2.08,90.0
2008,India,15.22,1.12,32.01,2.4,396.22,1068.73,3.95,16.79,45,0.95,8,17.01,2.12,48.74,40.64,53,2.43,78.97
2011,China,14.14,1.33,44.74,3.88,418.47,797.82,3.3,16.81,17,0.04,11,56.22,2.97,80.48,5.67,88,1.41,19.39
1998,Pakistan,14.74,0.56,27.77,12.45,410.99,1268.53,4.83,17.08,21,0.91,12,61.96,2.87,43.02,23.28,89,3.32,73.34
2000,UK,13.55,1.3,34.7,1.21,428.18,981.53,1.93,13.87,7,1.65,2,66.68,2.34,87.51,26.64,62,2.09,50.19
1984,Pakistan,15.33,1.54,27.68,-2.06,416.31,583.45,3.35,14.01,33,2.69,6,49.87,2.87,32.08,30.5,105,1.96,74.6
1997,India,13.75,1.87,41.57,6.16,416.93,732.25,3.25,14.25,8,4.6,5,38.92,2.06,36.92,21.59,154,2.07,49.45
2007,Australia,14.07,1.66,34.96,6.25,429.82,65.0,3.69,15.94,6,2.7,9,31.14,0.12,52.46,41.68,67,1.73,12.8
2021,Canada,14.14,1.32,35.89,7.66,450.47,1015.6,5.34,13.69,29,3.53,6,39.46,0.24,75.82,56.96,59,1.62,56.99
2001,Pakistan,13.58,0.48,48.84,7.69,451.48,1391.22,3.35,15.47,17,1.79,6,21.42,3.43,71.21,55.27,160,2.22,49.21
2000,China,14.52,1.15,32.03,12.08,448.51,685.86,4.39,14.45,26,3.76,9,30.91,0.59,32.21,41.54,136,2.26,51.79
1985,China,14.63,0.86,43.74,-1.87,436.76,1175.66,3.32,17.23,15,3.1,4,53.08,1.48,36.57,32.88,158,2.31,87.89
1980,USA,14.39,1.19,33.05,0.19,467.14,1129.17,4.79,17.16,20,2.3,8,23.05,3.27,60.27,50.42,148,2.18,89.48
1984,Pakistan,13.58,0.61,33.83,7.65,425.95,774.44,4.4,16.05,4,0.97,6,25.84,0.76,40.66,50.98,65,2.16,45.35
2020,Canada,15.69,1.02,48.19,0.58,423.14,1460.96,3.1,13.65,54,1.52,6,54.96,2.97,49.56,50.63,186,1.6,45.57
1991,Brazil,14.83,0.89,34.19,-0.83,471.1,918.2,3.01,16.14,28,3.1,11,20.67,2.88,54.06,13.68,145,1.96,51.52
2005,France,16.08,0.88,28.13,12.46,346.85,1603.08,4.08,16.99,46,2.13,13,24.75,3.45,61.6,6.4,180,2.28,51.96
2025,Canada,14.02,0.88,36.41,-1.48,409.65,509.3,2.71,17.72,36,4.45,2,11.05,1.06,37.57,59.08,101,1.93,95.04
2013,France,15.07,1.05,34.14,3.59,446.31,919.26,3.73,19.13,42,1.17,0,53.2,1.17,31.42,57.78,165,2.35,64.94
1993,France,14.97,1.21,36.84,4.76,439.51,954.92,3.07,18.18,21,0.37,13,47.07,3.17,47.9,36.04,181,2.13,27.75
2005,Australia,14.33,0.1,34.33,10.24,479.14,987.82,3.94,16.75,13,2.95,13,51.66,0.9,25.74,59.62,178,2.13,53.15
2024,USA,15.35,0.15,46.08,-2.48,417.69,1214.9,3.31,16.07,56,4.43,4,22.86,1.96,56.87,47.38,106,2.3,62.72
2006,Canada,14.26,0.96,37.78,6.66,404.23,2019.44,2.67,15.39,18,1.82,7,51.24,2.5,78.77,33.46,51,2.44,63.98
1988,Canada,14.28,1.02,29.63,1.44,406.7,1136.52,4.83,18.53,34,3.24,4,45.78,1.02,28.33,26.41,74,2.55,58.53
2005,Australia,12.42,1.18,35.62,7.51,422.95,1007.27,3.79,16.75,23,1.16,9,31.97,3.29,27.89,37.61,149,3.19,17.77
2001,Pakistan,14.75,0.81,31.0,1.37,455.54,671.14,3.44,17.45,41,2.79,2,36.27,2.36,25.62,33.37,199,2.63,3.36
2009,Pakistan,13.7,1.1,33.76,11.29,455.85,432.97,4.0,15.61,59,3.93,8,44.08,0.26,79.35,59.66,53,1.46,33.78
2022,Pakistan,14.17,1.15,30.45,1.4,413.6,1351.08,1.49,14.64,5,4.34,1,39.6,0.56,25.65,31.98,194,1.66,42.75
1996,Germany,13.88,0.81,45.54,-4.85,421.33,835.96,6.01,15.9,59,0.53,14,48.51,0.75,88.84,50.98,140,2.06,6.18
2005,France,14.28,1.51,31.54,1.84,399.71,1781.25,3.53,16.05,57,1.78,2,20.86,0.93,45.08,49.75,99,1.82,81.5
2015,Germany,14.77,1.17,38.44,3.95,402.32,1260.46,1.14,16.79,2,3.2,11,42.44,2.58,43.01,8.93,82,2.4,34.41
1980,USA,14.51,1.32,33.38,9.33,441.16,1102.47,4.94,15.39,33,0.17,3,37.02,0.4,26.41,9.79,94,2.45,91.36
1987,Australia,14.93,1.13,29.21,-0.03,455.06,1118.24,2.6,16.54,44,3.45,9,37.66,1.29,60.99,41.29,148,1.96,15.44
2014,Canada,15.26,1.94,35.99,0.05,397.57,1121.19,4.75,18.27,49,2.64,0,38.16,3.2,61.01,19.25,132,2.79,5.69
1994,France,14.28,1.34,37.0,8.84,421.07,791.63,3.65,13.99,1,1.44,10,62.89,1.99,54.57,41.16,134,2.93,48.23
2001,Germany,14.21,0.9,37.79,-0.5,408.92,474.55,1.62,13.32,14,4.07,3,59.12,1.0,41.77,12.95,199,1.29,18.91
1993,Germany,15.07,1.43,21.89,4.28,436.6,834.79,3.81,18.37,36,1.45,3,47.77,3.35,45.8,26.84,186,1.49,93.74
2005,UK,15.12,0.44,28.83,4.37,405.29,994.49,3.73,14.3,14,4.96,8,52.99,0.93,42.44,10.64,134,2.75,1.03
2007,Germany,14.94,1.15,39.79,5.87,366.84,805.65,4.88,15.93,59,4.08,7,12.57,3.18,49.83,20.52,187,2.63,41.26
2002,Brazil,13.93,1.23,30.38,2.0,440.09,614.17,4.13,17.41,31,3.54,1,54.64,2.57,43.93,9.86,67,2.45,92.67
1993,Canada,14.75,1.15,36.01,1.29,407.41,775.54,2.01,16.41,20,0.31,12,39.17,2.62,67.29,58.38,42,2.21,38.44
2003,Brazil,14.57,0.97,28.71,6.34,410.01,1310.72,4.7,16.39,16,4.52,6,29.06,2.7,40.71,26.73,199,2.15,9.31
1981,Canada,15.13,0.7,38.66,1.42,425.89,1224.46,3.0,16.61,33,3.95,5,18.39,1.82,44.56,54.57,125,2.47,30.29
2024,Australia,14.16,0.78,39.66,-0.44,423.82,1051.42,5.56,20.28,31,1.15,6,14.51,2.87,50.48,58.41,147,2.29,49.8
2005,Canada,13.5,1.14,38.66,9.91,426.4,1176.13,3.07,19.17,49,1.96,10,12.69,2.94,20.28,55.03,156,2.85,18.52
1993,Brazil,14.91,0.65,40.16,6.95,374.26,660.42,3.25,15.46,46,1.34,3,19.71,1.33,54.45,30.02,147,1.86,46.66
1986,Canada,12.96,1.81,42.82,12.07,428.91,761.37,2.51,18.08,51,4.92,13,11.81,1.46,37.91,47.84,54,2.21,83.63
1982,Australia,14.06,0.04,29.13,8.14,367.27,1093.3,2.9,17.26,22,4.27,13,53.96,3.12,23.93,13.45,101,2.65,87.26
2002,Australia,13.89,0.97,31.06,-0.07,434.24,698.65,2.58,16.47,34,4.65,4,24.92,1.88,83.77,10.22,70,2.28,4.93
2025,USA,13.88,1.14,39.49,5.39,442.96,1032.52,4.91,15.14,36,3.94,5,32.12,3.05,42.57,53.23,65,2.54,16.09
2022,Canada,14.05,1.3,40.65,0.94,380.79,621.24,1.9,17.18,42,2.28,8,59.36,2.23,49.83,6.71,187,2.53,27.53
2024,UK,15.23,0.73,31.63,-1.61,423.21,505.12,4.47,16.04,40,1.03,1,16.88,2.12,77.91,58.48,105,1.99,59.49
1997,Pakistan,14.99,1.55,31.28,3.21,441.43,1220.82,4.49,15.93,36,1.04,10,60.14,0.21,31.68,41.97,188,1.69,36.1
2017,China,14.35,0.54,31.74,8.93,403.77,1308.11,5.15,15.35,56,0.76,8,48.37,1.04,79.52,28.08,154,1.83,84.4
2014,Australia,15.18,0.87,26.97,6.1,431.84,810.75,3.55,18.0,32,2.73,9,30.52,1.81,36.91,12.78,99,1.66,71.67
1994,India,13.86,1.35,28.64,-0.56,345.36,543.86,2.27,15.35,24,4.6,0,17.07,2.1,61.23,44.78,102,1.27,10.05
2004,Pakistan,13.78,1.52,28.76,3.07,442.45,337.49,3.29,15.36,45,4.96,3,15.49,2.24,68.0,35.97,140,2.75,62.46
2016,France,15.02,0.54,33.53,4.43,415.75,1552.6,4.21,17.67,36,1.44,11,30.13,2.54,83.35,44.11,139,1.26,11.3
2007,Canada,14.85,2.16,36.35,-1.76,408.55,1033.42,3.6,16.28,39,3.49,4,18.42,2.33,62.53,27.99,178,3.13,25.5
1989,Brazil,14.22,0.74,37.17,7.85,439.6,817.6,3.94,16.32,20,2.99,8,26.06,2.99,51.73,8.64,158,1.94,17.79
2018,China,13.82,0.58,32.46,4.09,458.23,890.83,5.14,18.05,45,2.44,14,13.18,1.1,60.06,22.32,96,2.06,17.31
1996,India,15.38,1.3,32.58,-0.56,427.14,426.0,4.2,18.47,59,3.33,5,45.7,2.28,34.15,22.33,170,1.44,61.64
2018,Pakistan,13.47,0.96,35.62,-0.79,455.22,1185.97,3.74,13.31,47,1.86,3,18.72,0.27,68.24,5.48,76,2.39,56.36
2001,Canada,14.14,0.9,27.52,9.4,376.17,1600.03,1.29,16.31,37,4.72,1,55.4,1.73,33.08,5.53,150,2.07,17.6
2005,USA,14.64,1.34,39.8,3.48,431.65,765.17,2.56,14.38,39,3.53,4,23.09,1.01,59.01,23.19,192,2.23,99.02
2023,France,15.58,0.49,41.43,9.76,411.7,1715.04,3.01,15.92,33,3.77,7,57.88,1.4,65.33,45.02,188,1.81,42.18
2004,China,14.73,0.42,31.87,11.29,395.29,965.08,1.13,16.49,18,1.21,7,21.39,1.31,82.9,39.32,151,2.44,9.71
1996,UK,14.79,0.86,33.01,9.09,366.78,1500.03,2.17,15.97,26,0.84,5,53.28,0.31,51.51,18.15,40,1.79,12.06
1992,USA,14.16,1.53,41.22,2.87,430.29,1092.17,3.18,14.96,8,1.97,10,29.98,1.69,74.27,38.15,62,2.24,58.39
1999,India,14.84,0.88,34.38,-4.99,436.88,1091.84,3.37,14.89,4,3.83,0,44.99,3.48,31.73,40.61,146,2.43,97.91
2004,China,14.56,1.74,37.94,6.25,448.55,1553.18,4.11,17.59,4,4.69,14,12.32,1.12,30.93,33.74,152,2.93,57.2
1983,USA,13.55,1.58,34.54,13.37,444.41,1234.81,3.25,18.8,24,2.14,7,39.71,2.6,56.74,33.67,191,2.6,94.9
1989,France,14.98,1.21,42.78,4.86,395.71,1112.45,3.8,13.41,25,3.87,3,18.92,1.96,61.74,25.34,128,2.24,44.41
1982,UK,15.08,1.24,37.45,-2.96,447.27,417.6,3.0,16.01,18,2.35,14,39.18,1.21,64.26,11.79,174,2.2,43.58
2020,USA,14.98,1.21,37.74,2.3,449.91,547.84,3.55,17.6,29,1.48,13,18.48,0.4,72.2,26.2,77,2.36,50.0
2024,Germany,14.52,1.16,37.83,4.27,408.5,1137.57,4.04,16.45,35,3.7,1,36.23,0.83,40.65,23.99,86,2.58,69.74
1997,UK,13.93,0.95,32.22,0.61,415.71,1440.33,5.27,14.83,47,3.99,0,16.64,2.76,63.58,37.56,142,1.83,36.76
2015,India,13.11,1.0,32.68,-5.26,391.65,1038.54,2.88,15.78,47,1.01,6,23.2,1.05,33.17,52.09,101,2.65,86.39
2001,France,14.59,0.67,38.85,4.61,452.02,822.61,3.67,16.95,15,1.53,1,45.7,0.59,35.33,25.65,112,1.73,2.93
2013,Canada,15.15,0.22,35.63,1.86,377.21,448.25,4.54,16.04,6,2.47,12,68.6,1.23,24.71,44.04,42,2.43,43.98
1987,Brazil,15.1,1.54,29.11,12.09,428.37,764.92,1.77,16.43,17,0.93,3,36.95,2.09,72.29,49.65,141,2.47,51.1
2019,Brazil,14.99,1.16,44.37,5.4,400.08,1039.29,5.9,16.47,55,4.64,3,51.23,2.49,55.49,16.65,187,1.86,60.7
2023,Brazil,14.46,1.1,39.89,6.88,387.3,743.06,4.91,15.71,20,2.96,12,42.37,1.42,36.67,54.59,144,1.43,27.61
1998,China,15.15,1.26,35.19,4.52,368.13,710.67,1.45,17.72,30,0.61,9,39.9,1.79,58.94,8.87,83,2.07,42.75
2021,India,15.05,0.77,33.63,5.37,409.61,984.66,3.95,15.78,0,0.92,14,13.88,1.65,44.8,54.59,199,0.89,48.45
2020,France,14.25,0.7,35.99,-1.61,383.39,1434.52,2.82,14.99,2,4.77,0,18.66,0.13,78.6,14.0,139,2.11,68.69
2016,UK,14.91,0.99,37.59,0.84,416.41,1205.42,3.02,19.84,30,3.69,1,62.98,1.45,56.97,23.54,65,1.58,77.35
1985,China,14.18,1.65,24.83,9.35,459.23,1085.76,3.92,16.38,24,3.67,0,34.61,2.1,22.09,38.29,87,3.76,73.78
2005,India,14.82,0.63,45.56,5.84,419.99,1056.55,4.76,12.6,52,0.36,5,46.86,2.04,88.96,54.81,44,2.73,34.16
2013,Canada,13.72,0.05,31.05,3.41,464.93,1165.35,2.94,18.38,7,4.48,12,41.69,2.65,25.2,19.06,98,2.24,99.95
2024,Germany,13.77,0.89,34.99,6.94,390.44,966.96,2.96,18.38,0,2.22,2,32.73,2.38,68.72,47.0,100,2.87,84.87
1985,France,15.13,1.56,35.17,7.02,382.98,876.68,3.95,17.19,6,3.3,0,33.27,1.04,50.61,44.07,88,2.55,26.0
2016,Brazil,15.06,0.41,44.98,12.96,389.32,1221.46,4.19,17.45,6,4.8,11,43.33,0.97,37.45,13.78,197,1.62,19.51
2012,USA,14.88,0.63,34.56,5.65,413.37,932.38,2.29,19.74,7,0.5,7,18.47,1.68,67.35,31.37,184,1.89,31.4
2001,France,14.55,1.21,42.94,0.75,483.07,643.42,5.57,15.06,18,2.41,13,33.24,2.59,28.81,31.48,109,2.71,45.23
2000,Australia,13.07,2.13,37.03,4.54,373.45,1432.99,2.73,16.7,16,0.25,11,36.82,0.42,80.08,21.75,54,1.72,85.08
1985,India,14.46,0.56,30.19,7.43,430.49,439.02,4.66,19.45,10,2.5,13,69.11,3.32,37.54,47.9,40,2.4,77.84
1985,Pakistan,14.77,0.54,35.67,8.98,397.5,1455.5,4.04,19.77,46,1.26,3,31.09,1.95,45.3,55.93,180,2.54,85.12
1983,Canada,14.18,1.24,34.41,-1.46,409.4,1151.94,4.23,15.95,40,4.56,9,48.67,1.14,64.29,44.41,167,2.07,27.2
2009,Germany,14.07,1.58,29.58,6.01,383.55,709.25,2.75,19.52,48,1.99,6,18.24,2.46,20.07,58.51,164,2.28,59.35
1990,Canada,15.37,0.85,36.79,1.41,436.98,1007.28,1.43,17.7,10,3.17,9,13.93,0.25,53.09,7.78,197,2.62,28.32
2009,France,14.46,0.45,35.11,2.73,413.9,871.34,3.47,18.74,37,4.3,1,62.29,1.75,82.6,7.05,58,2.59,10.9
2010,Pakistan,14.77,1.27,37.78,8.38,442.19,1242.32,3.48,17.65,40,4.92,14,53.84,1.75,67.63,54.16,158,2.42,68.42
2003,Australia,14.96,1.35,35.97,7.98,419.38,1236.38,2.35,16.96,49,2.52,5,29.05,0.65,47.15,54.38,103,2.19,14.3
1988,UK,13.9,1.81,31.74,2.29,366.71,1138.41,4.6,19.81,51,2.28,5,40.27,2.95,66.23,10.89,105,2.49,66.77
1982,USA,14.62,1.36,38.84,4.37,442.41,1223.91,3.44,15.71,1,0.38,6,18.14,2.81,85.56,24.66,96,1.19,64.8
2010,Pakistan,15.29,1.43,31.88,2.86,364.67,965.55,2.53,19.35,3,0.06,11,52.43,0.62,33.15,50.95,83,2.94,81.02
2019,India,15.59,1.0,19.5,16.57,368.25,1528.5,4.2,19.59,49,3.04,0,14.22,1.34,57.23,12.07,51,2.13,13.96
2016,Brazil,14.52,2.08,35.64,6.11,392.07,1367.08,4.23,18.54,27,0.33,13,55.42,0.44,36.43,19.71,161,1.83,78.35
2015,Australia,14.36,0.94,32.23,1.64,392.4,856.9,2.64,16.39,32,1.9,11,42.81,2.99,79.8,42.45,63,2.5,99.93
2003,USA,14.66,0.86,36.91,10.29,449.9,1243.26,4.98,16.87,10,0.02,0,26.73,1.2,70.47,59.0,178,2.49,85.1
2010,Germany,14.65,1.82,44.99,10.43,410.72,1217.07,6.19,14.59,2,3.08,14,61.75,1.59,76.08,48.84,40,1.71,75.18
1985,Brazil,15.33,0.51,45.14,12.17,446.18,922.07,2.19,15.82,39,2.13,1,69.16,1.2,86.01,47.75,67,2.23,66.22
1981,France,13.9,0.36,34.17,13.35,400.8,898.52,3.28,17.43,4,0.64,13,25.26,1.15,36.26,23.85,107,2.22,42.18
1999,Pakistan,14.33,1.15,30.87,7.83,422.94,1364.35,3.9,14.36,51,1.48,10,58.37,2.64,23.41,41.37,144,2.19,73.05
2007,USA,13.83,1.1,37.92,3.6,426.85,995.59,6.24,16.05,20,2.85,1,55.01,2.64,40.36,11.22,133,3.01,72.42
1990,China,13.89,1.01,33.15,4.19,432.4,1078.05,2.62,19.42,21,3.28,4,54.83,1.86,47.94,59.57,163,2.19,63.15
1983,UK,14.73,1.5,36.96,3.83,403.38,1420.33,2.37,16.27,53,2.31,0,67.43,2.34,63.76,31.43,163,2.14,79.63
1994,UK,14.99,0.74,31.7,3.38,405.55,1760.0,2.36,18.05,36,4.02,10,39.2,1.84,75.84,40.13,61,1.86,44.88
1985,Australia,14.11,1.13,36.25,9.96,407.55,842.01,4.97,17.35,59,0.56,1,50.45,0.2,44.49,53.19,196,1.79,12.13
2009,Germany,14.96,0.96,30.94,5.0,373.69,933.73,2.65,16.04,10,0.42,5,59.43,0.32,53.14,5.05,128,2.4,55.91
2017,Australia,15.17,0.74,40.92,8.89,412.9,1022.2,2.48,16.27,43,0.22,2,38.77,1.4,74.98,58.68,84,1.97,26.5
1981,China,15.66,1.08,32.05,7.71,405.41,1029.02,3.78,16.75,21,2.68,3,38.89,2.65,35.77,24.75,163,2.11,38.44
1994,India,14.54,1.44,38.31,0.61,429.5,1112.91,3.87,13.42,40,3.53,0,29.12,3.2,35.2,23.68,184,2.3,1.74
1990,Germany,14.12,1.95,28.68,-1.87,417.28,852.95,4.79,17.92,52,0.65,4,56.85,0.2,61.25,12.98,118,2.23,38.28
1987,Canada,13.9,1.33,38.91,0.05,448.41,620.14,3.61,16.32,12,3.19,3,51.17,1.35,50.52,52.2,78,2.27,80.88
